	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
CETN1	0	0.053	0	0	0
YARS	16.018	13.82	16.366	15.293	16.516
CCDC73	1.632	0.663	1.506	0.934	1.875
NTRK1	0.022	0.162	0.039	0.61	0.011
FAM27B	2.405	0.262	2.142	0.1	1.875
NCRNA00051	0	0.088	0	0	0
KRTAP4-11	0	0.052	0	0	0
CHRNA6	0.195	0.089	0.531	0.034	0.153
PILRB	7.688	12.806	14.242	4.861	17.508
VIPR1	0.576	0.32	0.867	0.366	0.619
NUFIP2	8.039	3.668	5.303	3.854	7.501
MAGOH	31.058	18.484	37.833	21.458	31.056
EFNA5	5.81	0.332	3.604	0.559	4.368
RUFY4	0.128	0.088	0.24	0	0.531
DNHD1	2.42	3.595	3.373	1.601	4.223
MMD2	0.168	0.154	0.244	0.059	0.217
SNORA24	0.655	0.467	1.304	0.268	2.403
ZNF571	2.211	1.963	1.7	1.454	1.999
LOC134466	1.028	1.546	1.94	2.298	0.741
CPEB3	1.039	1.068	0.736	0.841	1.114
COL24A1	0.009	0.216	0.011	0.038	0.009
STIL	0.565	0.415	0.518	0.252	0.85
SIPA1L1	10.327	4.292	9.379	3.304	17.965
CACNG3	0	0.011	0	0	0
TELO2	7.654	11.094	16.79	9.535	10.717
ABCF1	19.667	23.19	24.827	23.606	19.19
RSL1D1	30.372	12.416	31.503	22.288	31.614
EFHA2	1.385	1.335	0.968	1.768	1.156
BARHL2	0	0.082	0	0	0
CLASP1	9.952	11.731	10.179	9.397	8.389
GATC	3.203	4.169	4.739	2.73	3.899
C19orf6	27.941	30.02	47.713	25.617	31.131
LONRF2	7.317	9.592	7.91	19.93	9.953
SLC15A2	2.848	0.475	4.53	0.218	6.486
RABEPK	12.192	9.995	13.986	10.566	10.589
FES	10.466	9.972	16.398	11.371	8.507
TLE6	0.491	0.926	0.569	0.372	0.188
HSPA1L	5.136	2.54	4.403	2.91	2.851
SEC23IP	9.095	6.87	7.092	8.336	6.557
GCKR	0	0.042	0	0.032	0.013
IFT88	10.909	2.368	5.736	3.389	7.718
SNORD89	1.506	0.268	0.599	0.923	1.255
CNBP	86.539	83.56	90.377	104.138	81.688
BARHL1	0	0	0	0	0.03
NFYA	4.199	3.376	3.594	3.717	3.226
NARF	14.596	12.375	14.755	8.221	20.668
EFNB3	7.42	0.596	4.424	3.413	2.379
AACSL	0	0.043	0.121	0	0
HP1BP3	43.035	46.641	36.215	41.888	38.739
CROCCL1	8.738	8.53	11.8	6.844	13.636
SLC12A4	12.593	16.211	12.746	15.443	11.255
KCNIP3	4.198	4.71	6.457	4.389	2.133
PDE4D	2.99	7.48	2.447	4.62	2.602
REEP3	6.72	12.176	3.498	10.938	7.091
PPIC	9.684	24.934	8.242	36.414	18.839
ARAP3	5.923	5.123	8.145	7.849	6.904
PABPC1L2A	0	0	0	0	0.013
ALOX12B	0.057	0.024	0.109	0.028	0.206
KIFAP3	28.274	16.507	17.563	16.124	18.265
EGFL6	1.381	0.064	1.562	0.191	1.381
AP4S1	1.926	1.719	2.159	2.811	2.06
CDR1	1.256	0.118	0.579	0.918	0.264
ZNF587	8.725	5.339	10.789	4.501	9.225
LOC400891	1.162	0.567	0.641	0.08	1.687
FUZ	31.359	13.545	36.727	8.88	34.488
USE1	10.019	11.443	21.818	12.354	16.969
LHFP	8.415	39.846	9.937	59.735	6.498
SPTAN1	179.859	166.449	150.115	183.99	119.715
GPR135	3.115	0.672	2.359	0.898	1.753
SPON2	25.212	38.229	13.66	73.62	6.461
DAPL1	31.165	0.056	33.3	0.127	54.017
HSP90AB2P	4.953	8.576	4.495	3.228	4.391
UGP2	28.943	52.14	20.992	43.742	26.132
MYH9	282.418	983.529	351.949	1136.009	322.704
CCDC142	5.269	5.696	7.674	3.884	6.69
ATP5O	90.575	69.282	109.706	89.47	99.672
DSPP	0.026	0.014	0.016	0	0
TRIAP1	12.444	4.937	11.513	7.652	13.95
SENP3	14.872	15.869	17.202	12.886	13.635
PGAM4	3.957	5.178	3.319	6.373	5.867
SNORD58C	0.318	0	1.519	0	0.954
WDR77	35.633	6.133	54.413	9.149	43.44
PDCD5	29.002	25.642	36.622	28.331	39.177
ITGA7	6.719	39.898	7.899	36.004	6.671
TSPAN10	1.851	2.229	1.334	1.063	2.135
SNORA5A	0.861	0	0.514	0	0.43
TDRG1	0.026	0	0	0	0.026
MAK	4.292	0.246	1.41	0.091	2.814
FOXN3	7.828	16.805	7.563	17.599	6.95
LOC150197	0.026	0.028	0.124	0.048	0.091
KIR3DP1	0	0	0	0	0
VDAC1	46.166	21.649	47.145	32.504	64.894
RECQL4	0.952	0.721	1.691	0.698	1.251
A2ML1	0.363	0.362	0.621	0.019	0.213
MPDU1	17.557	6.131	18.454	8.431	25.019
SULT1A1	11.368	4.167	16.172	6.999	8.922
SGK1	10.374	30.414	9.072	16.709	19.132
LOC392196	0	0	0.119	0	0.02
NUDT19	5.122	2.861	4.168	2.785	4.651
PSD3	1.334	1.17	0.68	1.524	0.561
BMPR2	8.571	8.857	5.447	11.02	7.043
LYSMD3	4.7	4.423	3.048	4.243	4.433
NGFRAP1	123.131	70.769	155.975	90.457	96.009
TMEM132E	0.098	0.07	0.141	0.12	0.02
TRIOBP	23.404	26.893	32.787	29.534	16.307
CACNG1	0.656	0.024	0.405	0	0.181
MAGI2	5.194	4.473	3.656	4.16	3.153
NADK	16.707	17.384	20.229	22.21	21.4
LMNA	80.081	123.072	150.237	167.272	76.419
RABEP1	14.801	17.035	12.763	20.924	14.76
JAG2	10.668	6.885	7.6	8.956	8.267
KIAA0802	0.419	1.089	1.319	0.54	0.744
DNAH12	13.961	0.093	4.454	0	14.01
COL28A1	4.313	0.268	0.962	0.494	1.677
TGM2	148.14	42.963	198.581	134.269	221.885
KHDRBS1	69.328	40.5	59.675	58.807	62.208
CLPB	2.982	3.502	3.582	3.281	2.231
TSSC4	20.499	24.675	29.203	20.453	18.33
SLFN5	8.355	5.059	7.716	4.035	11.428
DAAM2	6.885	17.467	12.322	14.743	6.726
FAM116A	7.089	6.611	5.762	6.287	6.514
TCEB3	7.607	6.108	7.242	6.413	7.554
ENDOU	0.288	0.227	0.388	0.306	0.138
TMEM195	0.035	0.062	0.055	0.043	0.058
LPHN1	11.69	15.33	14.013	12.187	10.154
CEP152	0.449	0.828	0.449	0.461	0.438
SCARA3	186.775	140.601	242.993	96.13	273.017
ATP10D	3.111	4.778	2.271	5.643	2.716
CREBL2	19.047	13.881	14.712	13.517	16.729
GPR157	1.21	1.466	1.29	0.494	1.016
MED1	5.815	5.395	4.635	4.831	4.307
H1FOO	0	0	0	0	0
CRCT1	0	0	0	0.05	0
IFNGR1	27.803	18.426	22.939	40.28	42.541
MAPKAPK2	23.59	24.771	28.245	21.51	30.332
CCBL2	9.822	5.681	13.399	7.725	9.306
U2AF1L4	5.316	7.963	7.491	4.582	6.027
C1orf182	0.248	0.212	0.237	0.122	0.397
TAF15	49.102	36.791	62.401	51.158	33.011
ADAMTS20	0	0.022	0	0	0
ARPM1	1.589	0.622	1.592	0.522	1.433
LIPC	1.826	0.152	1.27	0.065	1.188
ZNF662	1.535	1.663	2.094	1.518	1.897
ZNF514	2.878	2.236	3.611	2.033	3.854
HACE1	2.32	2.728	1.62	2.743	2.208
FAM131A	7.267	9.683	7.382	5.945	5.724
TMCO7	3.175	4.832	4.143	4.836	2.568
HBD	0.998	0	8.211	1.404	1.812
SNORA42	0	0.228	0	0	0
GAB2	12.801	11.483	10.432	14.293	10.337
PPP1R11	32.051	28.392	34.07	27.808	33.518
C17orf46	0.089	0.038	0.148	0	0.373
ZNF140	5.683	4.08	5.381	4.413	5.888
MCEE	2.388	3.007	3.28	2.885	5.2
PTK6	1.147	1.113	1.299	0.244	0.796
LOC100134368	0.146	0.078	0.304	0.112	0.182
PRLHR	0.014	1.638	0.017	17.655	0.795
FAM150A	0.176	0.296	0.18	0	0.327
CHIC2	5.247	4.652	4.987	5.331	5.619
LOC388242	2.422	0.932	8.49	1.306	19.163
STOML2	47.268	32.217	57.193	36.973	47.441
TMEM19	7.787	5.457	5.216	6.699	8.072
CCDC88B	2.542	2.219	5.615	1.796	5.75
SLC25A23	117.146	162.55	122.103	72.95	95.987
ELK4	1.481	1.896	1.25	1.156	1.255
C7orf65	0.079	0.105	0.094	0.024	0.088
RBMY1E	0	0	0	0	0
NHS	1.582	1.116	1.254	1.838	1.696
C22orf40	5.928	6.099	7.255	5.76	6.894
ARID3C	0.046	0.148	0.165	0	0.046
FANCD2	1.226	0.751	1.344	0.437	1.75
SPAG16	13.284	4.193	9.537	4.117	11.675
SYNGR4	0	0.121	0.034	0	0.028
ERH	77.249	45.609	82.372	62.071	76.388
MEP1B	0.025	0.013	0.015	0	0
MARS	14.295	18.172	14.755	17.437	12.267
CEACAM3	0	0.08	0.059	0.03	0.025
S100A5	0.242	0.172	0.192	0	0.121
PAFAH1B3	13.783	5.353	22.055	7.361	16.681
MIB2	10.763	12.932	21.398	11.599	9.666
SLC7A8	30.799	10.747	49.008	18.118	26.232
COL1A2	152.598	1457.26	120.232	2229.057	96.3
MACROD1	12.394	8.769	23.332	7.386	8.987
FABP4	1.673	6.207	2.487	6.862	0.239
TAPBPL	13.009	10.708	17.237	9.065	19.129
CCDC27	0	0.056	0.079	0	0
PLIN5	2.383	0.378	2.698	0.183	6.726
SLC10A4	0.027	0.014	0.016	0.017	0.014
PSMC2	26.252	27.722	24.776	30.416	23.762
SLC12A1	0.133	0	0.102	0	0.016
SF3A3	25.028	20.162	24.777	25.096	21.881
NFATC2	2.656	0.642	1.871	1.11	1.496
KIF17	4.601	2.042	2.85	3.368	2.894
ANXA3	21.036	4.082	16.143	2.79	17.514
SLC25A33	3.725	2.133	2.949	3.003	3.991
NDUFS6	47.612	44.114	79.643	47.571	46.922
STAR	0.406	0.398	0.458	0.107	0.603
AGXT2L2	7.433	8.659	12.954	5.957	11.475
SCAF1	18.153	17.163	29.363	14.997	15.372
LUM	36.276	201.535	30.163	313.988	4.724
SLC22A13	0.019	0.061	0.046	0	0.038
PGBD5	1.656	0.797	4.266	8.914	7.51
TIMM8B	24.7	18.232	33.818	20.954	26.658
FKBP1A	128.498	114.44	123.806	180.258	159.075
SIGLEC11	0.113	0.332	0.337	0.288	0.198
C15orf42	0.085	0.26	0.183	0.155	0.211
BUD13	8.709	7.506	8.307	6.726	7.825
BST1	2.35	2.644	2.484	6.149	2.962
HERC3	3.958	5.278	2.54	4.892	3.298
CYP2A7	0	0.054	0.015	0.354	0.025
PPP1R14B	30.964	15.063	49.179	24.253	61.345
CELF6	3.266	1.847	2.656	1.005	3.889
DBC1	0.153	0.013	0.196	0.115	0.505
RAB9BP1	0	0.049	0	0	0
C8B	0.013	0.014	0	0	1.19
DIRAS2	0.829	0.074	0.241	0.06	1.533
SMURF1	5.857	5.385	5.247	5.936	6.787
CREB3L2	15.93	25.373	13.893	29.188	14.33
GPR26	0	0.018	0.003	0.007	0.006
C9orf171	21.457	0.018	11.311	0.04	16.9
GUF1	10.605	5.474	8.696	6.828	10.906
C2orf43	4.363	3.674	3.67	3.832	4.376
NBEAL2	9.239	7.325	12.804	4.652	13.332
TIMP2	64.146	253.358	67.456	320.149	39.903
ARHGAP25	1.509	3.15	2.921	5.371	2.223
GRPR	0.085	0	0.038	0.144	0.043
KCTD20	6.496	16.866	5.713	15.515	6.521
PARG	5.775	5.169	4.944	4.236	5.319
PPIP5K2	5.007	3.07	3.738	3.259	4.228
LAPTM5	28.39	13.632	36.945	28.723	69.004
FBXO47	0	0.027	0	0	0
SEC16B	1.789	1.619	2.296	1.425	1.964
SYT10	1.416	0	0.202	0	0.212
POFUT1	18.961	10.97	20.344	12.011	15.264
EPPK1	4.278	1.458	6.484	1.375	4.49
TFB1M	6.617	5.023	6.162	4.459	8.801
ANXA2P3	0.042	0	0	0	0.021
CIB4	0.038	0	0.046	0	0
BAIAP2L2	0.482	0.709	0.912	0.665	0.663
FAM27C	2.487	0.131	1.801	0.3	1.019
AACS	10.314	4.885	12.094	3.946	11.928
GCAT	7.925	5.318	10.946	4.025	9.651
NRXN3	1.129	3.107	0.839	5.944	5.314
COL4A2	20.538	208.433	26.243	139.915	29.418
CHI3L2	0.992	0.187	0.813	0.119	20.292
FOXR1	0.027	0.085	0	0	0.053
MED17	7.251	6.574	6.131	7.461	6.768
RNASE7	0.272	0	0.162	0.056	0.068
MTP18	1.91	2.011	3.846	2.026	9.492
RHCE	0.648	0.245	1.184	0.257	0.705
LOC115110	1.213	0.707	1.828	0.765	3.479
CCNB1IP1	27.628	11.056	28.094	12.648	25.441
RPS9	1066.6	619.088	1738.164	919.282	1452.076
LPPR2	5.583	16.825	8.218	12.506	5.594
ASF1A	8.58	4.544	6.265	5.235	6.313
IL13RA2	0	0.06	0	0.159	0
GPR183	1.859	2.905	1.461	2.278	2.368
ARSA	31.186	14.233	24.473	12.02	25.6
GOLGA6D	0.066	0.053	0.04	0.02	0.05
PLEKHM1	8.675	8.39	8.877	6.787	9.773
ASAP1	3.458	6.588	3.427	8.49	2.657
ARRDC3	20.633	11.146	18.139	17.573	12.172
MKL2	5.912	5.754	5.115	13.917	4.94
ZNF169	1.139	1.06	1.763	0.866	1.898
ZNF414	10.673	9.758	21.909	9.581	10.055
RPAIN	15.326	9.731	15.785	9.036	18.204
SLC41A2	0.976	1.069	1.262	0.86	2.428
MAGEB3	0	0	0	0	0
RPS6KB2	11.654	13.305	19.024	11.961	14.799
TRIM72	0.055	0.175	0.114	0	0.055
ZMYND15	1.64	0.33	2.157	0.597	2.817
NHLRC2	3.191	3.412	2.241	2.087	2.44
NOTCH2NL	9.413	6.939	7.759	8.094	5.232
GRM7	0.13	2.722	0.083	0.87	0.095
SGPL1	23.365	14.066	19.121	7.955	23.991
ARHGEF10L	12.245	7.843	13.838	8.835	12.508
SOX17	27.743	3.476	28.76	3.82	38.848
ZNF395	28.213	12.408	27.819	12.907	20.058
NKX3-2	0.013	0.191	0	0.282	0.013
HEPACAM2	0.041	0.015	0.016	0	0
DFFA	10.043	10.031	11.314	7.976	7.527
C9orf95	10.021	8.156	10.009	6.337	17.52
ARL4A	10.058	12.139	7.888	12.532	5.539
MRPS18A	31.217	23.403	38.836	21.106	29.959
DOCK8	4.132	1.931	3.381	3.69	4.493
NEK3	2.197	2.466	2.142	3.11	3.088
EFNA3	1.203	0.811	1.063	0.889	1.105
NAB2	13.969	13.103	19.749	9.148	14.241
ZDHHC12	18.422	12.032	26.408	6.36	30.479
VRK3	25.068	10.256	19.691	8.222	23.072
SCN1B	5.095	4.428	6.426	9.661	2.968
UCP3	0.379	0.406	0.497	0.3	0.575
MYST2	21.759	18.044	16.458	17.895	15.819
AASDHPPT	13.5	7.015	9.93	9.217	12.925
TAS2R31	0.14	0.06	0.134	0.069	0.084
GNAT2	0.103	0	0.198	0.101	0.062
WIZ	10.999	16.92	14.947	14.637	9.874
CDK14	19.481	5.018	11.418	6.055	7.947
GCM1	0.015	0.048	0.018	0	0.03
F8A1	7.514	5.949	16.074	6.598	9.206
DCAF10	4.63	6.423	3.822	4.074	5.33
SUCLG1	37.743	26.411	42.284	28.44	39.847
LOC100271836	4.465	5.222	6.56	3.382	6.945
MRPL20	35.292	24.271	44.657	30.624	35.411
MICALCL	0.141	0.121	0.112	0.046	0.15
ID2B	0.147	0.549	0.117	0.18	0.367
UBE2R2	15.758	16.888	15.923	18.692	17.972
NFYC	23.076	20.364	26.62	19.258	21.893
LOC100302401	0.332	0.483	0.46	0.586	0.452
LOC100129726	0.191	0.205	0.457	0.021	0.383
PSG11	0	0.043	0	0	0
CAMK2G	6.726	43.835	7.72	32.807	6.883
LOC723809	0.031	0.1	0.019	0	0.016
PROKR2	0.048	0	0	0	0
RC3H1	6.062	4.922	4.809	3.689	6.054
TMEM218	9.127	5.767	9.476	5.93	7.35
MFSD10	34.414	22.332	48.163	25.857	47.069
GADD45A	11.883	17.713	29.324	20.564	28.305
LMNB2	24.536	12.357	36.947	17.975	18.725
ACY1	20.312	3.544	28.39	6.35	26.389
ELK1	14.717	6.456	15.593	6.451	11.562
LASS2	52.271	32.757	44.426	40.397	39.033
C11orf42	0.098	0.026	0.117	0	0.098
SH3BGRL	49.844	105.46	45.097	123.804	51.886
CDKN2A	1.454	0.049	1.437	0.139	1.09
LOC100131434	1.455	1.367	2.369	0.27	3.307
C4A	118.409	118.476	111.478	28.615	495.463
BCLAF1	19.06	13.088	13.403	13.208	14.835
RASA2	1.71	1.934	1.752	1.676	2.151
BIN1	39.263	22.971	44.047	33.327	31.627
DNAJB14	3.487	4.693	2.416	3.471	2.916
NUP188	14.803	13.339	16.587	14.595	12.353
ZNF234	2.124	1.873	1.746	1.374	1.714
SNAR-G2	0	0	0	0	0
DERL3	2.73	0.116	2.936	0.177	2.649
MMRN1	3.315	4.312	4.012	25.294	0.422
EPHX2	25.743	13.1	31.722	10.956	17.22
SLC18A1	0.03	0.011	0.012	0.012	0.01
C1orf122	5.286	10.784	12.018	10.269	9.898
PRKCQ	2.196	0.319	2.874	0.334	3.768
C12orf51	23.725	30.395	24.865	14.738	19.696
LGR5	12.69	0.011	25.021	0.037	17.887
TSPAN3	219.28	55.092	188.068	73.426	224.319
SCAMP1	12.416	6.703	6.863	5.987	9.025
SPTLC2	9.987	3.853	7.927	4.909	7.48
SPATA12	0.082	0.189	0.225	0.058	0.259
FCHSD1	2.246	3.767	3.316	2.299	3.772
SETD7	12.358	37.988	9.736	39.778	10.943
KCNK3	1.036	0.208	1.726	0.555	0.525
ARMCX3	10.054	15.353	9.299	19.054	10.104
C16orf90	0.032	0.068	0.038	0	0
YIPF1	11.981	6.76	9.619	6.845	13.784
CDKL5	0.292	0.9	0.139	0.337	0.183
PVT1	2.499	0.631	3.668	1.042	3.35
ZNF292	23.322	20.592	16.237	16.824	20.68
CXorf48	0	0.075	0.017	0.017	0.028
LRPPRC	38.7	23.104	30.294	30.943	32.573
LOC389493	1.804	0.449	2.104	0.257	2.518
EPHA10	3.073	1.043	3.385	0.178	2.137
CD160	0.643	1.06	0.504	0.495	0.734
LETMD1	37.211	19.969	40.288	21.648	52.682
RNASEH1	3.095	4.778	3.103	5.8	2.334
HEATR4	0.099	0.173	0.097	0.066	0.135
ZMAT2	39.599	27.136	37.468	35.457	35.054
HNRNPU	58.718	33.136	53.863	42.339	46.473
VASH1	5.005	9.604	7.297	11.014	9.135
MKRN2	9.509	8.945	9.481	9.03	8.398
AGPAT9	2.581	1.118	2.535	2.375	1.1
TFPI2	11	1.426	6.852	0.833	17.191
CNKSR3	2.262	8.263	2.805	7.875	3.712
HSFY2	0	0	0	0	0
SCAI	2.642	1.747	2.013	1.06	2.233
DNAJC14	18.817	11.131	17.068	12.822	17.845
FAM115C	1.148	2.548	1.106	3.168	1.245
UBXN6	100.879	75.498	125.358	55.559	85.911
C14orf1	24.235	13.631	25.386	13.238	25.958
OR9K2	0	0	0	0	0
C14orf166	102.141	71.21	97.738	105.565	131.164
RNASE8	0	0	0	0	0
CACNA1S	0	0.005	0	0.006	0
TP53I11	23.516	14.993	34.572	13.828	16.559
ZSWIM4	2.105	2.149	5.083	1.256	5.438
RABEP2	6.216	5.648	9.018	6.158	7.378
RBPJL	0.659	0.215	0.426	0.027	0.804
OCIAD2	27.026	11.165	31.504	11.574	40.775
FRRS1	1.913	1.245	1.71	1.27	1.24
NEIL1	5.288	3.356	7.568	2.406	7.854
ITGB1BP3	0	0.056	0.062	0.159	0.104
ESAM	5.73	25.162	5.591	43.234	4.621
CST11	0	0	0	0	0
OR10G9	0	0	0	0	0
CIRBP	279.721	129.356	335.263	125.035	271.953
C16orf55	8.491	1.909	6.303	1.464	7.257
OR6V1	0	0	0	0	0
NDUFAF2	10.091	9.579	11.995	10.817	10.134
MLL2	4.589	5.927	5.861	3.86	4.038
RPSAP9	31.005	9.498	50.826	21.963	29.056
ADAM11	0.176	2.311	0.303	1.834	0.273
KRI1	7.451	7.297	8.907	7.562	7.801
RPS4Y2	0	0	0	0	0
EPGN	0	0.075	0	0	0.07
BCL2L1	54.716	16.679	50.197	24.986	55.387
LOC729668	0.049	0	0.098	0	0.049
MMP8	0	0.02	0	0	0
CAMTA1	3.321	3.128	3.179	3.692	4.53
MAPK8	6.645	5.787	5.522	5.196	4.787
FAM183A	112.212	0.115	58.731	0	79.916
RASAL1	10.259	0.031	12.72	0	6.3
ELN	5.84	18.211	9.848	22.12	2.818
HMGA1	65.732	6.35	92.64	5.565	99.466
GRB7	21.727	1.135	27.598	0.305	32.261
SPDYE2	0.608	1.281	1.559	0.526	1.055
RGL1	5.468	6.029	5.444	8.289	7.744
FCRLA	0.015	0.063	0.088	0.072	0.015
C19orf51	26.69	0.111	15.244	0.048	19.891
RAP2C	3.986	33.967	3.098	24.332	4.151
IRF7	3.809	3.989	6.756	3.514	6.646
KRTAP20-2	0	0	0	0	0
CRELD1	14.336	24.172	17.315	8.45	11.414
ATP5EP2	3.119	3.418	6.052	3.726	5.693
MAGEC1	0	0	0	0	0
MGAT5	7.034	3.425	3.571	3.201	4.232
EEFSEC	10.043	11.7	13.429	13.798	9.78
OR5AP2	0	0.129	0	0	0
TGFB2	4.115	3.879	3.068	2.09	3.866
SUMO1	47.104	27.791	39.841	35.95	44.636
CA5A	0.026	0	0.126	0.032	0.132
FOXJ2	8.503	12.487	8.967	12.871	7.073
C3orf48	0.039	0.145	0.023	0.095	0.058
CCDC72	94.837	54.339	122.339	77.766	104.974
ATG9A	13.024	20.906	14.955	15.374	14.939
MIA3	11.656	13.841	9.649	12.405	11.562
ZFP41	5.166	3.492	8.106	3.177	4.203
TMEM31	0.43	0.084	0.513	0.192	0.117
TP53TG1	23.756	11.979	19.599	9.524	16.112
FAM170B	0.02	0.022	0	0.05	0
PSEN2	6.897	11.206	7.684	9.181	7.818
MBD5	3.458	5.811	2.814	3.572	2.613
DOK5	27.438	2.061	26.84	2.064	7.321
SLC23A1	36.644	0.103	14.578	0.103	10.231
FAM19A3	0.335	0.303	0.739	0.126	0.335
SLC6A20	0.378	0.308	0.338	0.238	3.195
SCAMP3	31.135	20.141	32.116	20.884	26.899
WRB	42.404	10.865	25.987	11.115	38.431
KRT33B	0	0	0	0	0
PGLYRP4	0.203	0	0.019	0	0.031
HNRNPA1L2	49.3	23.03	56.277	41.952	47.921
HHLA1	4.139	1.263	3.846	0.356	3.003
LOC113230	6.457	0.527	5.021	0.483	5.569
NCR2	0	0	0.033	0	0
TNFRSF10C	3.491	0.981	1.229	0.603	4.811
CAPN12	14.331	11.828	14.591	15.505	22.56
FAM189A2	4.537	3.224	7.314	2.629	19.41
CCDC64B	6.606	0.051	8	0.019	12.405
ATP1A3	0.088	0.136	0.048	0.039	0.215
ZNF699	0.765	1.023	0.424	0.954	0.67
SYT3	0.17	0.107	0.311	0.012	0.341
NARS2	6.859	3.1	7.135	4.279	6.606
GRHL3	0.801	0.068	0.428	0.026	1.602
ELOVL1	33.253	27.274	31.847	31.839	41.679
GREM1	0.036	15.384	0.085	6.64	0.894
CD93	2.242	15.657	3.167	22.008	2.503
RASD1	14.033	6.179	19.047	5.285	10.093
LPCAT2	7.79	8.568	5.654	11.25	4.511
SNRPN	100.97	40.954	99.514	45.821	70
PTCRA	1.665	3.528	2.43	0.567	2.652
FAM154A	0.113	0	0.019	0.039	0.064
SEC11A	53.709	32.799	51.616	54.793	63.396
PARP16	5.704	5.458	6.567	4.123	10.966
ABCC10	3.979	4.649	4.139	2.566	4.303
CHRM1	0.02	0.043	0.084	0.073	0.03
TMEM39A	8.609	5.008	7.045	6.24	6.195
MAGEA11	0	0	0	0	0
BCL2L10	0.387	0.034	0.578	0.316	0.452
MFSD5	12.998	7.432	14.144	8.705	15.1
MRPL13	10.49	7.62	10.694	8.337	13.287
ZGLP1	0.287	0.276	0.565	0.211	0.96
ERO1L	4.813	3.776	3.204	3.468	9.211
SNORD116-10	0	0	0	0	0
OR52N4	0.11	0.03	0.297	0.034	0.469
USP6NL	6.92	2.353	5.975	3.116	6.406
SSX2	0	0.044	0	0	0
PHF21A	5.799	9.961	6.483	7.394	6.431
TRIM59	1.259	1.945	1.152	1.056	1.826
C14orf169	4.253	2.994	6.27	2.676	3.904
SIX1	2.94	0	0.356	0	0.213
CST4	0	0	0	0	0.156
RNF19B	10.51	11.655	11.091	8.392	15.221
RAB11FIP3	11.698	17.323	15.703	15.592	10.465
KRBA2	2.4	2.891	2.395	2.084	1.651
SECISBP2L	15.288	12.712	8.822	10.909	12.43
GAS2L3	0.061	0.144	0.102	0.12	0.22
SFRS3	50.722	32.358	51.829	45.914	41.808
AGXT2L1	0	0.058	0	0.017	0.041
HIST1H3D	0.265	0.142	0.277	0.081	0.066
LOC286467	0.137	0.427	0.357	0.183	0.237
PAGE2	0	0	0	0	0
HSPA9	83.974	48.861	85.262	68.758	63.963
MEA1	48.163	36.916	62.437	38.07	48.387
GNG3	0.251	0.201	0.224	0.038	0.125
TRAPPC2L	38.311	24.188	49.905	25.605	31
PURA	5.945	4.46	4.653	4.708	4.325
BEND6	0.409	2.592	0.251	2.533	0.409
OR8J1	0	0	0	0	0
GUSBL1	0.429	0.51	0.655	0.351	0.596
NDUFV2	42.563	32.575	41.673	35.532	53.983
MAP6	21.183	6.448	8.781	8.09	15.878
TMEM200B	1.494	21.348	1.303	15.399	0.977
GTF2B	15.994	11.549	13.935	13.028	14.309
KLRG1	0.439	0.743	0.35	0.74	0.403
HCG22	0.127	0.096	0.089	0.046	0.007
NCRNA00113	0.273	0	0.065	0	0.218
DLX6AS	0.078	0.208	0.07	0.048	0.156
SNORD9	0	0	0	0	0.556
HNRNPAB	34.936	22.281	43.256	31.907	35.565
ACSBG1	4.512	0.73	1.604	0.892	1.142
NINJ1	42.224	32.037	59.672	18.823	61.018
UPB1	0.482	0.269	0.2	0.128	0.608
CCHCR1	11.184	9.048	14.257	5.085	13.025
FLJ42875	0.363	0.603	0.962	0.592	0.302
TOX2	0.966	1.461	1.308	2.626	0.872
MAPK12	1.981	10.839	4.024	10.541	2.741
SPEG	6.898	47.575	14.522	35.492	6.844
PUM1	24.091	15.258	20.817	18.144	19.719
OR9G4	0	0.031	0	0	0
CASP9	17.136	7.987	18.143	5.856	10.942
SNORD90	0	0	0	0	0
ZNF778	1.161	2.197	0.903	1.396	1.171
PVRL4	5.272	0.076	3.623	0	7.521
TBC1D12	1.663	2.001	1.171	2.135	1.822
C11orf85	1.247	0	0.235	0	0.361
STXBP5L	0.015	1.91	0.015	0.785	0.052
CST6	14.136	0.224	10.876	0.171	4.502
CALM3	106.89	149.149	113.453	141.563	78.574
SLC22A7	0	0	0.018	0	0
ACTRT2	0.02	0	0.024	0	0
NCSTN	45.159	26.287	36.094	26.58	41.6
ANKRD24	0.672	0.309	1.047	0.217	1.091
TMEM121	4.187	1.572	6.487	1.892	2.568
LOC338799	6.006	4.247	8.093	3.322	9.226
NRSN1	2.532	1.156	2.428	0.157	0.811
BTNL8	0.438	0	0.261	0.018	0.029
SLC25A19	5.03	3.671	6.539	2.84	6.85
C10orf96	0	0	0	0	0
SNHG7	58.279	26.082	27.207	62.941	101.371
DYNC1I2	27.817	36.279	26.001	43.984	26.956
PRSS1	0.385	0	0.27	0	0.136
FGD4	3.647	0.654	1.805	1.295	2.239
TMEM17	2.815	1.505	1.623	0.811	3.404
EGF	0.072	0.419	0.065	0.111	0.066
C1orf83	2.326	1.784	1.724	1.981	1.893
ZCCHC6	3.442	3.056	2.914	3.045	3.703
AMT	14.397	4.473	15.298	1.299	11.767
NFYB	9.074	7.144	8.213	8.65	8.285
NFIA	9.957	9.274	9.904	10.522	7.783
LOC100133985	1.258	0.232	0.984	0.106	0.781
